,bean_country,cocoa_percent,ingredient_combination,memorable_characteristics,rating,total_ingredients
835,Belize,0.75,BS,"ham,dried fruit",2.75,2
836,Guatemala,0.75,BS,"ham,large grits",2.75,2
837,India,0.68,BSC,"muted,mild sweet cocoa",3.5,3
838,Tanzania,0.7,BSC,"fruit,spicy mild molasses",3.5,3
839,Madagascar,0.7,BSC,"molasses,sour note",3.0,3
840,Peru,0.72,BS*C,"coconut,true to sugar bar",2.75,3
841,Dominican Republic,0.7,BSCVLSa,"strong vanilla,earth,nut",2.75,6
842,Dominican Republic,0.8,BSCVLSa,"vanilla,dried fruit,nut",2.75,6
843,Tanzania,0.67,BS,"gummy,sandy,complex",3.75,2
844,Ecuador,0.75,BS,"sticky,floral",3.5,2
845,Madagascar,0.7,BS,"gummy,bland,sour",2.75,2
846,Haiti,0.68,BS,"roast,hazelnut,cocoa",3.5,2
847,Philippines,0.7,BS,"sandy,dried fruit,roast",3.25,2
848,Bolivia,0.7,BS,"nut,sour milk",3.0,2
849,Indonesia,0.7,BS,"sandy,powdery,late sour",3.0,2
850,Dominican Republic,0.72,BS,"coffee,acidic,astringent",2.75,2
851,Madagascar,0.7,BS,"roasted nut,citrus,creamy",3.5,2
852,Mexico,0.7,BS,"sticky,dried sour fruit,roast",3.0,2
853,Ecuador,0.7,BS,"floral,orange,cocoa",3.75,2
854,Peru,0.7,BS,"fig,mild anise",3.75,2
855,Tanzania,0.7,BS,"nut,bland,late sour",3.25,2
856,Papua New Guinea,0.7,BS,"off,tropical,vegetal,rubber",3.0,2
857,Bolivia,0.7,BS,"honey,mild floral,mild off",3.0,2
858,Vanuatu,0.7,BS,"fruit,smoke,mocha",3.0,2
859,Colombia,0.7,BS,"dirt,roast,acidic",3.0,2
860,Venezuela,0.7,BSC,"nut,dried fruit",3.75,3
861,Venezuela,0.6,BSC,"grits,hazelnut,rum",3.5,3
862,Venezuela,0.7,BSC,"caramel,dairy",3.75,3
863,Venezuela,0.7,BSC,"intense,tobacco,nut",3.5,3
864,Venezuela,0.72,BS,nut,3.5,2
865,Venezuela,0.7,BSC,"dried fruit,large grits",3.25,3
866,Venezuela,0.7,BSC,large grits,3.0,3
867,Venezuela,0.85,BS,"slight dry,gritty,fruit,nut",3.0,2
868,Venezuela,0.6,BSCL,"large grits,sweet",2.5,4
869,Ghana,0.6,BSCL,"coarse,hazelnut,peanut",3.5,4
870,Madagascar,0.65,BSCL,banana,3.5,4
871,Costa Rica,0.7,BSCL,"few grits,spicy,cocoa",3.5,4
872,Peru,0.75,BSCL,"very coarse,intense,spice",3.5,4
873,Vietnam,0.8,BSCL,"intense,bitter,off note",3.0,4
874,Peru,0.7,BS,"coarse,perfume,heavy roast",3.5,2
875,Dominican Republic,0.65,BS,chocolate covered strawberry,3.5,2
876,Peru,0.66,BS*,"olive,rum",3.5,2
877,Peru,0.7,BS,"fruit,cough medicine",2.5,2
878,Peru,0.81,BS*,"sandpaper,some fruit,bitter",2.0,2
879,Peru,0.66,BS,"spice,citrus,sweet",3.5,2
880,Nicaragua,0.68,BS,"sweet,tobacco",3.25,2
881,Costa Rica,0.8,BS,"mild bitter,roast,red berry",3.0,2
882,Guatemala,0.73,BS,"roast,grape,rich brownie",3.5,2
883,Peru,0.7,BS,"slight dry,citrus,grapefruit",3.5,2
884,India,0.71,BSC,"tea,spicy,sweet",3.25,3
885,Venezuela,0.65,BSC,"complex,mild licorice,spice",3.5,3
886,Jamaica,0.7,BSC,"creamy,roast,tobacco",3.25,3
887,Jamaica,0.7,BSC,"creamy,simple,nut",3.0,3
888,Jamaica,0.8,BSC,"slight burnt,earth",2.75,3
889,Venezuela,0.7,BSC,"tart,roasted cocoa",4.0,3
890,Dominican Republic,0.72,BSC,"red berry,some roasted note",3.5,3
891,Jamaica,0.7,BSC,"wood,grass,long",3.5,3
892,Jamaica,0.7,BSC,"grass,brownie,astringent",3.25,3
893,Dominican Republic,0.72,BSC,"spicy,cocoa",3.25,3
894,Venezuela,0.76,BSC,"bread,nut,earth,intense",3.25,3
895,Madagascar,0.74,BSC,"sandy,cocoa,red fruit",3.0,3
896,Ghana,0.74,BSC,"mild bitter,mild cocoa,roast",2.75,3
897,Madagascar,0.74,BSC,"wood,red fruit,sour",2.75,3
898,Madagascar,0.74,BSC,"caramel,nut,dried fruit",4.0,3
899,Papua New Guinea,0.69,BS,"tart,red berry,smoke",4.0,2
900,Papua New Guinea,0.69,BS,"mild smoke,fruit",3.5,2
901,Papua New Guinea,0.69,BS,"smoke,fruit,sour,ham",3.5,2
902,Papua New Guinea,0.69,BS,"sandy,smoke,red berry",3.0,2
903,Peru,0.7,BSC,chocolate covered banana,4.0,3
904,Dominican Republic,0.72,BSC,"blackberry,caramel,roast",3.75,3
905,Peru,0.7,BSC,"cocoa,fresh grape",3.75,3
906,Dominican Republic,0.72,BSC,mild burnt caramel,3.25,3
907,Peru,0.7,BSC,"orange,mellow but flavorful",3.5,3
908,Peru,0.7,BSC,"fruit,floral,caramel",3.5,3
909,Peru,0.7,BSC,"slow to develop,caramel,roast",3.5,3
910,Peru,0.7,BSC,"light color,leather flavor",3.0,3
911,Guatemala,0.7,BSC,"long lasting,fruit,spicy",3.75,3
912,Guatemala,0.7,BSC,"rich cocoa,mild,fatty",3.5,3
913,Guatemala,0.7,BSC,"rich cocoa,nut",3.5,3
914,Venezuela,0.72,BSC,"complex,nut,spice,floral",3.5,3
915,Venezuela,0.72,BSC,"roast,mild fatty",3.25,3
916,Tanzania,0.7,BS,"creamy,simple,strong chocolate",3.75,2
917,Brazil,0.7,BS,"creamy,fragrant",3.5,2
918,Peru,0.7,BS,"banana,yogurt,cocoa",4.0,2
919,Belize,0.7,BS,"spice,fatty,mild cocoa",3.5,2
920,Madagascar,0.7,BS,"strong fruit,ham,deep cocoa",3.5,2
921,Nicaragua,0.7,BS,"vegetal,herb,raw",3.5,2
922,Nicaragua,0.7,BSC,"creamy,black pepper,nut",3.75,3
923,Guatemala,0.7,BSC,"honey,deep cocoa",4.0,3
924,Nicaragua,0.7,BSC,"banana,dairy,cocoa",4.0,3
925,Nicaragua,0.7,BSC,"strong cocoa,orange citrus",3.75,3
926,Nicaragua,0.7,BSC,"cocoa,savory",3.75,3
927,Nicaragua,0.7,BSC,"black pepper,high astringent",3.75,3
928,Nicaragua,0.68,BSC,"unique flavor,floral-spice mix",3.5,3
929,Nicaragua,0.7,BSC,"delicate,balanced",3.5,3
930,Nicaragua,0.7,BSC,"wood,grass,spicy",3.25,3
931,Nicaragua,0.7,BSC,"high acidity,grass",3.25,3
932,Nicaragua,0.6,BSC,"sweet,metal",3.0,3
933,Nicaragua,0.7,BSC,"floral,sticky",3.0,3
934,Nicaragua,0.7,BSC,"tobacco,wood,wild berry",3.5,3
935,Nicaragua,0.7,BSC,"roast,fatty,wood",3.5,3
936,Nicaragua,0.7,BSC,"fatty,leather,earth",3.25,3
937,Nicaragua,0.7,BSC,"oily,gritty,savory",3.75,3
938,Nicaragua,0.7,BSC,"intense olive,citrus,vegetal",3.25,3
939,Honduras,0.7,BSC,"spicy,earth",3.25,3
940,Nicaragua,0.7,BSC,"oily,fatty,bold olive",3.25,3
941,Nicaragua,0.7,BSC,baked bread,3.5,3
942,Nicaragua,0.7,BSC,"oily,burnt black pepper",3.25,3
943,Nicaragua,0.7,BSC,"mild fatty,nut,roast",3.5,3
944,Nicaragua,0.85,BSC,"oily,spicy,sour",3.25,3
945,Nicaragua,0.6,BSC,"oily,sweet,dairy,bland",3.0,3
946,Costa Rica,0.66,BSC,"cocoa,spicy,sweet",3.25,3
947,Costa Rica,0.7,BSC,"fatty,sweet,vanilla",3.0,3
948,Peru,0.7,BSC,"oily,tart,chlorine",2.5,3
949,Dominican Republic,0.7,BSC,"dried fruit,intense",3.75,3
950,Ecuador,0.75,BSC,"sandy,sweet,molasses,floral",3.0,3
951,Trinidad and Tobago,0.7,BSC,"delicate,herb,chocolate",3.75,3
952,Peru,0.76,BSC,"acidic,undefined,brownie,off",3.0,3
953,Costa Rica,0.74,BS,"oily,dried fruit,leather",4.0,2
954,Bolivia,0.74,BS,"oily,tropical",3.75,2
955,Madagascar,0.74,BS,"balanced,fruit,nut,roast",3.75,2
956,Colombia,0.85,BS,"black current,bitter,astringent",3.5,2
957,Venezuela,0.7,BSC,"dried fruit,cocoa",3.5,3
958,Madagascar,0.7,BS,"grainy texture,sour,ham",3.0,2
959,Tanzania,0.7,BS,"accessible,sweet,sandy",3.0,2
960,Taiwan,0.7,BSC,cheesy off flavor,2.5,3
961,United States,0.85,BSV,"gritty,ambiguous",2.5,3
962,Ghana,0.7,BSCL,"cocoa,coconut",4.0,4
963,Dominican Republic,0.7,BSCL,"sticky,spice,roast,earth",3.5,4
964,Dominican Republic,0.8,BSCL,"deep cocoa,fruit,spice",3.5,4
965,Madagascar,0.75,BSCL,"red fruit,tart,fatty,leather",3.5,4
966,Madagascar,0.65,BSCL,"sandy,sweet,candy tart",3.25,4
967,Saint Lucia,0.77,BSC,"chewy,wood,rustic",3.5,3
968,Venezuela,0.75,BSC,"fatty,creamy,roast",3.5,3
969,Guatemala,0.72,BSC,"dry,grainy,spicy,roast",2.75,3
970,Venezuela,0.75,BSC,"earth,roast,strong vanilla",2.75,3
971,Brazil,0.66,BS,"mild wood,black licorice",3.0,2
972,Belize,0.7,BS,"mild strawberry,cocoa",3.5,2
973,Guatemala,0.77,BSC,"sweet edge,bright fruit,sour",3.25,3
974,Nicaragua,0.77,BSC,"mild molasses,rich,gateway",3.25,3
975,Mexico,0.77,BSC,"sour off flavor,nut,earth",2.75,3
976,Peru,0.7,BSC,"creamy,fig",3.25,3
977,Costa Rica,0.73,BSC,"floral,rubber,wood",3.0,3
978,Colombia,0.73,BSC,"acidic,mild burnt,metal",2.5,3
979,Belize,0.7,BS,"fruit,tart,rubber",2.75,2
980,Vietnam,0.72,BSCVL,"fatty,vanilla,dairy",3.0,5
981,Multiple Countries,0.7,BSCVL,"mild rich,basic,roast",2.5,5
982,Madagascar,0.7,BS,"rich,coffee,cherry",3.5,2
983,Peru,0.73,BS,"sour grape,pungent,ashy",2.5,2
984,Grenada,0.71,BSCVL,"very sour,grass,fatty",2.5,5
985,Grenada,0.6,BSCVL,"very sweet,coffee,mild sour",2.75,5
986,Grenada,0.82,BSCVL,"chunky,muted,mild bitter",3.25,5
987,Multiple Countries,0.64,BSCL,"mild nut,spicy,brownie",3.25,4
988,Ecuador,0.64,BSCL,"slight sweet,nut,off note",3.0,4
989,Ghana,0.64,BSCL,"hot cocoa,very nut",3.0,4
990,Multiple Countries,0.64,BSCL,"light perfume,mild,sweet",3.0,4
991,Venezuela,0.76,BSCL,"gritty,roast,strong coffee",3.0,4
992,Madagascar,0.7,BSCL,"earth,chemical or burnt note",2.75,4
993,Madagascar,0.65,BSCVL,"creamy,sweet,blueberry",3.5,5
994,Ecuador,0.65,BSCVL,"creamy,blackberry",3.5,5
995,Multiple Countries,0.61,BSCVL,"sweet,rich cocoa,mild citrus",3.5,5
996,Colombia,0.65,BSCVL,"creamy,sweet,floral,vanilla",3.0,5
997,Multiple Countries,0.61,BSCVL,"fatty,cocoa,fruit",3.0,5
998,Venezuela,0.65,BSCVL,"sweet,creamy,vanilla",2.5,5
999,Multiple Countries,0.72,BSCVL,"creamy,sandy,nutmeg,moss",3.5,5
1000,Venezuela,0.65,BSCVL,"creamy,nut",3.5,5
1001,Peru,0.65,BSCVL,"sweet,vanilla,rich",3.0,5
1002,Multiple Countries,0.64,BSCVL,"perfume,vanilla",3.0,5
1003,Multiple Countries,0.7,BSCVL,"complex,fruit,nut,raisin",3.5,5
1004,United States,0.55,BSCVL,"sweet,mild lemon",3.0,5
1005,Multiple Countries,0.91,BSCVL,"bitter,fatty,fruit",3.0,5
1006,Trinidad and Tobago,0.65,BSCVL,"creamy,mild tobacco,ham",3.0,5
1007,Multiple Countries,0.61,BSCVL,"sweet,creamy,floral,orange",3.25,5
1008,Multiple Countries,0.72,BSCVL,"dry,sticky,brownie",3.25,5
1009,Multiple Countries,0.72,BSCVL,"dutched?,intense,rich cocoa",2.75,5
1010,Ecuador,0.65,BSCVL,"very spicy,roast",3.5,5
1011,Jamaica,0.65,BSCVL,"sweet,vanilla,cocoa",3.25,5
1012,Haiti,0.65,BSCVL,"creamy,slight burnt,roast",2.75,5
1013,Nicaragua,0.65,BSCVL,"floral,overly roasted,harsh",2.75,5
1014,Multiple Countries,0.7,BSCVL,"nut,black licorice",3.75,5
1015,Multiple Countries,0.7,BSC,"sandy,intense,cherry",3.5,3
1016,Dominican Republic,0.75,BSC,"chalky,berry,cocoa",3.25,3
1017,United States,0.66,BSC,"muted,mild fruit,sweet",3.25,3
1018,Multiple Countries,0.7,BSC,"fatty,nut,earth",3.0,3
1019,Multiple Countries,0.8,BSC,"sandy,roasted vegetal",3.0,3
1020,Papua New Guinea,0.8,BSC,"smoke,cherry,sour",2.75,3
1021,Multiple Countries,0.74,BSC,"xl nibs,sour,cardboard",2.75,3
1022,Multiple Countries,0.65,BSC,"molasses,sweet,long,cocoa",2.75,3
1024,Ecuador,0.77,BSCV,"butter,floral,burnt",2.5,4
1025,Ecuador,0.7,BSCL,"chewy,fatty,sweet,nut",3.0,4
1026,Ecuador,0.55,BSCL,"overly sweet,banana,yogurt",2.75,4
1028,Brazil,0.77,BSC,"rich chocolate,sweet edge",3.5,3
1029,Brazil,0.74,BSC,"rich chocolate,sandy texture",3.5,3
1030,Brazil,0.67,BSC,"sandy,sweet,dried fruit",3.0,3
1031,Brazil,0.85,BSC,"powdery,rich,coffee,roast",3.25,3
1032,Brazil,0.75,BSC,"flat,late tart note",3.0,3
1033,Vietnam,0.7,BSC,"sandy,brownie,coconut",3.25,3
1034,India,0.7,BSC,"sandy,sweet,cocoa",3.0,3
1035,Dominican Republic,0.7,BSC,"earth,dirt,dried fruit",3.5,3
1036,Tanzania,0.72,BSC,"cocoa,fatty,fruit",3.25,3
1037,Peru,0.65,BSC,"pungent,chemical",2.75,3
1038,Peru,0.64,BSL,"powdery,vanilla,artificial",2.75,3
1039,Venezuela,0.71,BSCL,"nut,sweet,fatty,sandy",3.0,4
1040,Indonesia,0.71,BSCL,"rubber,fatty,sandy,grape",2.5,4
1041,Multiple Countries,0.71,BSCL,"sandy,fatty,chemical",2.5,4
1042,Belize,0.7,BSC,"pungent raisin,metal",3.25,3
1043,Costa Rica,0.74,BSC,"mostly earth,mild dried fruit",3.5,3
1044,Ecuador,0.67,BSC,"nut,butterscotch",3.75,3
1045,United States,0.67,BSC,"spicy,intense,fades fast",3.75,3
1046,Bolivia,0.67,BSC,full flavor spectrum,3.5,3
1047,Bolivia,0.67,BSC,"wood,earth,medicinal",3.0,3
1048,United States,0.72,BSC,"astringent,smoke,cream",3.5,3
1049,Ecuador,0.7,BSC,floral,3.5,3
1050,Ecuador,0.77,BSC,"strong floral,black licorice",3.5,3
1051,Bolivia,0.72,BSC,"dark berry,honey,cream",4.0,3
1052,Bolivia,0.68,BSC,"creamy,mild nut , wood",3.75,3
1053,Venezuela,0.74,BSC,"sandy,sweet,mild fruit",3.5,3
1054,Uganda,0.57,BSC,"too sweet,spicy,candied",2.75,3
1055,Ecuador,0.73,BS*,"floral,palm,sour",3.25,2
1056,Peru,0.7,BS*,"palm,spicy,flour",3.25,2
1057,Madagascar,0.74,BS*,"sandy,tart,tang,palm",3.0,2
1058,Venezuela,0.7,BS*,"intense,palm,nut",3.0,2
1059,Tanzania,0.7,BS*,"intense,palm,earth",2.75,2
1060,Dominican Republic,0.71,BS*,"fruit,tannic,coconut",3.5,2
1061,Tanzania,0.7,BS*,"lemon,late sour , molasses",3.0,2
1062,Madagascar,0.74,BS*,"sour,citrus,molasses",2.75,2
1063,Ecuador,0.73,BS*,"harsh flavor,hay",2.5,2
1064,Peru,0.7,BS*,"light color,sour,pungent",2.25,2
1065,Peru,0.66,BSC,"mild caramel,honey",3.5,3
1066,Dominican Republic,0.75,BSC,"intense,bitter,coffee",3.25,3
1067,Madagascar,0.7,BSC,"sour,earth",2.75,3
1068,Venezuela,0.72,BSC,"nut,off note",2.75,3
1069,Ecuador,0.85,BSC,"butterscotch,burnt cinnamon",3.5,3
1070,Venezuela,0.68,BSC,"high acid,sweet,nut,strawberry",3.25,3
1071,Ecuador,0.58,BSCL,"dry,nut,sweet",3.5,4
1072,Ecuador,0.58,BSCL,"dry,intense floral,spicy",3.25,4
1073,Ecuador,0.72,BS,"dry,floral,slight musty",3.0,2
1074,Ecuador,0.8,BS,"sandy,perfume,nut",2.5,2
1075,Ecuador,0.8,BSCL,"perfume,burn",2.0,4
1076,Dominican Republic,0.75,BS,"red berry,cocoa,mild coffee",3.75,2
1077,Peru,0.7,BS,"coffee,red berry,tart",3.5,2
1078,Dominican Republic,0.7,BS,"sandy,red berry,sour",2.75,2
1079,Côte d’Ivoire (aka Ivory Coast),0.7,BS,"dry,sour,cheesy,off",2.5,2
1080,Ecuador,0.7,BSCL,"floral,roast,coffee",3.5,4
1081,Madagascar,0.7,BSCL,"rich cocoa,fatty",3.5,4
1082,Trinidad and Tobago,0.7,BSCL,"creamy,nut,tea,fatty",3.5,4
1083,Venezuela,0.7,BSCL,"muted,fatty,nut",3.5,4
1084,Peru,0.7,BSCL,"sour,raw,green",2.75,4
1085,Ecuador,0.72,BS*,"true to sugar,green,fatty",2.5,2
1086,Saint Lucia,0.7,BS,cardamom,4.0,2
1088,Saint Lucia,0.7,BS,"smoke,cocoa,fruit,fuel",2.75,2
1089,Colombia,0.75,BSCL,"dry,wood,dried fruit",2.75,4
1090,Honduras,0.72,BSCL,"sour raisin,wood,fatty",3.0,4
1091,Tanzania,0.8,BSCL,"fatty,mild bitter,banana",3.0,4
1092,Saint Lucia,0.72,BSC,"grass,tobacco,intense",3.0,3
1093,Sao Tome and Principe,0.72,BSCL,"fungal,mushroom,mild burn",3.0,4
1094,Tanzania,0.75,BSCL,"sandy,sweet,mild cocoa",2.75,4
1098,Venezuela,0.7,BSCL,"ashy,wood,bright red",2.75,4
1099,Saint Lucia,0.65,BSCL,"sweet,cocoa,grass",3.25,4
1100,Ecuador,0.8,BSCL,"mild bitter,floral",3.0,4
1101,Saint Lucia,0.65,BSCL,"wood,nut,short",3.0,4
1102,Madagascar,0.66,BSVL,"sweet,red berry,sour",3.5,4
1103,Vietnam,0.8,BSCL,"tart,fruit,intense",3.5,4
1104,Ecuador,0.82,BS,"oily,spicy,slight burnt",3.5,2
1105,Trinidad and Tobago,0.75,BSCL,"sandy,vegetal,sour",3.0,4
1106,Ecuador,0.9,BS,"oily,leather,intense bitter",3.0,2
1107,Madagascar,0.72,BSCL,"nut,mild coffee",3.0,4
1110,Ecuador,1.0,B,"candy,uncontrolled bitter",2.5,1
1111,Venezuela,0.7,BSC,"nut,coffee,rich",3.75,3
1112,Venezuela,0.7,BSC,"fatty,gritty,roast",3.25,3
1113,Dominican Republic,0.7,BSC,"raisin,rich chocolate",3.75,3
1114,Dominican Republic,0.7,BSC,"spicy,mild fruit,fatty",3.5,3
1115,Bolivia,0.7,BSC,"intense,cherry,metal",3.0,3
1116,Bolivia,0.7,BSC,"wood,floral,metal",3.0,3
1117,Nicaragua,0.7,BSC,"earth,metal edge",3.0,3
1118,Vietnam,0.7,BSC,"spicy,mild roast",3.5,3
1119,Venezuela,0.74,BSC,"creamy,nut,delicate fruit",4.0,3
1120,Venezuela,0.7,BSC,"creamy,nut,fruit",4.0,3
1121,Venezuela,0.72,BSC,"peanut,coffee,cocoa,bread",4.0,3
1122,Venezuela,0.72,BSC,"creamy,nut,earth",4.0,3
1123,Venezuela,0.72,BSC,"creamy,cocoa,lemon",3.75,3
1124,Venezuela,0.72,BSC,"creamy,roasted nut,fatty",3.75,3
1125,Venezuela,0.72,BSC,"creamy,nut,cocoa",3.75,3
1126,Venezuela,0.72,BSC,"creamy,nut,muted",3.5,3
1127,Venezuela,0.72,BSC,"creamy,sour,raisin",3.25,3
1128,Venezuela,0.72,BSC,"fatty,rich,berry note",3.75,3
1129,India,0.61,BSCL,"sour,sweet,rubber",2.5,4
1130,Honduras,0.77,BSC,"butter,intense,spice,roast",3.0,3
1131,Vietnam,0.72,BSC,"molasses,roast",3.25,3
1132,Peru,0.72,BS*CL,"sandy,caramel",3.0,4
1133,Peru,0.72,BS*CL,"very sandy,sweet,spicy",2.75,4
1134,Madagascar,0.72,BS,"intense,tart,earth",3.5,2
1135,Belize,0.72,BS,"mild metal,spice,tea",3.25,2
1136,Dominican Republic,0.72,BS,"roast,nut,spicy",3.25,2
1137,Peru,0.72,BS,"off note,pungent",2.25,2
1138,Saint Vincent and the Grenadines,0.72,BSCL,"wood,meaty,vegetal",2.75,4
1139,Belize,0.7,BS,"intense,cherry,rich,metal",3.5,2
1140,Dominican Republic,0.7,BS,"intense,molasses,fruit",2.75,2
1141,Ghana,0.71,BSCVL,"gritty,unrefined,off note",2.0,5
1142,Venezuela,0.72,BSC,"sandy,sweet",3.25,3
1143,Ecuador,0.78,BSCL,"full bodied,floral",3.75,4
1144,Venezuela,0.72,BSC,"dairy,nut,butterscotch",3.5,3
1145,Vietnam,0.65,BSCL,"sweet,fruit,vanilla",3.5,4
1146,Ecuador,0.7,BSCL,"floral,bourbon,salt",3.5,4
1147,Madagascar,0.68,BSCVL,"vanilla,gateway",3.5,5
1148,Jamaica,0.67,BSCL,"like candy,sweet,dairy",3.0,4
1149,Peru,0.75,BSCL,"floral,tobacco,candied",3.0,4
1150,Colombia,0.73,BSCL,"complex,bold,gritty",3.25,4
1151,Trinidad and Tobago,0.8,BSCL,"bold,spice,sour fruit,gritty",3.25,4
1152,India,0.66,BSCL,"gritty,coffee,sweet,ham",3.0,4
1153,Madagascar,0.63,BS,"off note,vanilla,basic cocoa",2.75,2
1154,Venezuela,0.75,BSC,"harsh,burnt nut,powdery",2.75,3
1155,Thailand,0.7,BSC,brownie,3.75,3
1156,Thailand,0.7,BSC,"nut,cocoa,sour vegetal",3.5,3
1157,Thailand,0.7,BSC,"herb,like tea",3.5,3
1158,Thailand,0.7,BSC,"floral,earth,grass",3.0,3
1159,Dominican Republic,0.7,BSCVL,"raisin,prune",3.5,5
1160,Dominican Republic,0.55,BSCVL,"very sweet,basic cocoa",3.25,5
1161,Dominican Republic,0.62,BSCVL,"like candy,peanut butter",3.25,5
1162,Dominican Republic,0.82,BSCVL,"nut,sour milk,off note",3.0,5
1163,Dominican Republic,0.68,BSCL,"rich cocoa,dried fruit,roast",3.75,4
1164,Dominican Republic,0.7,BSC,"light color,nut,caramel",3.75,3
1165,Dominican Republic,0.67,BSCL,"banana,fall spice,earth",3.75,4
1166,Dominican Republic,0.68,BSCL,"creamy,floral,dried fruit",3.75,4
1167,Dominican Republic,0.65,BSCL,"creamy,distinct,dried fruit",3.75,4
1168,Dominican Republic,0.715,BSC,"creamy,balanced,fig,cocoa",3.5,3
1169,Dominican Republic,0.7,BSC,"sandy,sweet,acidic",3.0,3
1170,Dominican Republic,0.72,BSCL,"creamy,black tea,vegetal",3.0,4
1171,Tanzania,0.75,BSC,"base cocoa,fruit,fatty",3.25,3
1172,Nicaragua,0.75,BSC,"spicy,tobacco",3.0,3
1173,Peru,0.75,BSC,"muted,grape,astringent",3.0,3
1176,Ecuador,0.7,BSCV,"intense,mint,marshmallow",3.5,4
1177,Ecuador,0.7,BSCV,"creamy,mild marshmallow",3.0,4
1178,Ecuador,0.85,BSCV,"spicy,mild bitter",3.0,4
1179,Ecuador,0.85,BSCV,"fruit,floral,cooling sensation",3.0,4
1180,Ecuador,0.75,BSCV,"sweet,vanilla,coffee",2.75,4
1181,Ecuador,0.85,BSCV,"creamy,nut,bitter,flat",2.75,4
1182,Ecuador,0.85,BSCV,"crumbly,vanilla,bitter",2.5,4
1183,Ecuador,0.75,BSCV,"grass,earth,coffee",2.5,4
1186,Dominican Republic,0.7,BSC,"fatty,dark berry,grass",3.75,3
1187,Mexico,0.72,BSCVL,"sweet,vanilla dominant,nut",2.0,5
1188,Colombia,0.7,BSC,"poor finish,cocoa,grass",3.25,3
1189,Dominican Republic,0.6,BS,"gritty,overly sweet,citrus",3.0,2
1190,Mexico,0.7,BS,"medium roast,nut",3.25,2
1191,Belize,0.7,BS,"gritty,sour,berry",3.0,2
1192,Vietnam,0.7,BS,"sticky,molasses,sour",3.0,2
1193,Mexico,0.7,BS,"intense,high acidity",3.75,2
1194,Philippines,0.7,BS,"nut,dried fruit,grass",3.25,2
1195,Madagascar,0.7,BS,"roast,nut",3.0,2
1196,Papua New Guinea,0.7,BS,"astringent,smoke cocoa",3.25,2
1197,Colombia,0.7,BS,"light color,",3.0,2
1198,Madagascar,0.72,BSC,"strawberry,intense,sour",3.25,3
1199,Belize,0.9,BS,"intense,spicy,pungent",3.25,2
1200,Dominican Republic,0.72,BSC,"spicy,molasses,earth",3.25,3
1201,Dominican Republic,0.72,BSC,"earth,fatty,tea",3.25,3
1202,Belize,0.72,BSC,"nut,sour milk",3.0,3
1203,Venezuela,0.72,BSC,"nut,pungent,sour",2.75,3
1204,Peru,0.72,BS,"intense,pungent,tang",2.5,2
1205,Brazil,0.7,BSCL,"creamy,mild flavors",3.75,4
1206,Ecuador,0.7,BSCL,orange,3.75,4
1207,Haiti,0.7,BSCL,"spicy,vanilla,dairy",3.25,4
1208,Peru,0.7,BSCL,"astringent,unbalanced,off",2.75,4
1209,Dominican Republic,0.725,BSCVSa,"vanilla,like candy,sour milk",3.0,5
1210,Madagascar,0.725,BSCVSa,"mild vanilla,mild fruit",3.0,5
1211,Uganda,0.725,BSCVSa,"vanilla,earth,cardboard",2.5,5
1212,Ecuador,0.725,BSCVSa,"intense,bourbon,vanilla",2.5,5
1213,Madagascar,0.64,BSCVL,"smooth,rich,lemon",3.5,5
1214,Bolivia,0.68,BSCVL,"rich,spice,cheesy",3.0,5
1215,Dominican Republic,0.74,BSCVL,"simple,rich hot cocoa",3.75,5
1216,Grenada,0.75,BSCVL,"creamy,cocoa,spice",3.25,5
1217,Venezuela,0.71,BSCVL,"cocoa,nut,acidic,burn",3.0,5
1218,Ecuador,0.74,BSCVL,"spicy,roast,coffee",3.75,5
1219,Brazil,0.7,BSCVL,"creamy,wood,nut",4.0,5
1220,Venezuela,0.68,BSCVL,"berry,rich cocoa dominant",3.75,5
1221,Peru,0.74,BSCVL,"floral,soap,earth",3.25,5
1222,Fiji,0.68,BSC,"unrefined,sweet,basic cocoa",3.0,3
1227,Belize,0.7,BSCL,"molasses,high acidity",3.25,4
1228,Guatemala,0.7,BS,"tart,molasses,grits",3.25,2
1229,Dominican Republic,0.7,BS,"anise,spicy,earth",3.0,2
1230,Peru,0.75,BS,"earth,molasses,dried fruit",3.0,2
1231,Belize,0.7,BS,"fruit,cocoa,grape",3.5,2
1232,Guatemala,0.7,BS,"dry,melon,cocoa",3.5,2
1233,Peru,0.72,BS,"sandy,grape",3.5,2
1234,Multiple Countries,0.74,BSCL,"roast,dark berry,rich",3.5,4
1235,Multiple Countries,0.6,BSCL,"cocoa,caramel,sweet",3.75,4
1236,Venezuela,0.69,BSCL,"nut,grass,rich cocoa",3.5,4
1237,Ghana,0.68,BSCL,"rich cocoa,burn sensation",3.25,4
1238,Multiple Countries,0.6,BSCL,"rich,sweet,cocoa,intense",3.0,4
1239,Grenada,0.68,BSCL,"rich,vegetal,banana,spice",3.5,4
1240,Dominican Republic,0.66,BSCL,"nut,pear,sour milk",3.5,4
1241,Trinidad and Tobago,0.6,BSCL,"creamy,rich,dairy,nut",3.25,4
1242,Ecuador,0.56,BSCL,"sweet,nut,cocoa",3.25,4
1243,Multiple Countries,0.74,BSCL,"brownie,cocoa,sour,sweet",2.75,4
1246,Mexico,0.7,BS,"rich cocoa,mild fruit , nut",3.5,2
